test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,LoadRequest,00:00:10,LoadRequest,918,380,538,38,828.9,983.36,1344.55,932.35,978.43,1333.25,1340.42,148.82,0,0,0,0
