test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,LoadRequest,00:00:10,LoadRequest,22,22,0,2.2,391.32,447.28,639.48,410.62,486.66,579.58,639.49,67.23,0,0,0,0
