test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,LoadRequest,00:00:10,LoadRequest,942,395,547,39.5,822.56,975.56,1370.58,942.59,984.58,1328.13,1359.87,126.46,0,0,0,0
